week;indicator;inc;inc_low;inc_up;inc100;inc100_low;inc100_up;geo_insee;geo_name
201247;3;572;0;1556;29;0;79;22;PICARDIE
201247;3;1711;41;3381;95;3;187;54;POITOU-CHARENTES
201247;3;2218;254;4182;45;5;85;93;PROVENCE-ALPES-COTE-D-AZUR
201247;3;7219;3309;11129;61;28;94;11;ILE-DE-FRANCE
201247;3;3291;1716;4866;53;28;78;82;RHONE-ALPES
201247;3;-;;;-;;;0;OUTRE-MER
201246;3;477;0;1594;26;0;86;42;ALSACE
201246;3;1750;0;4721;54;0;145;72;AQUITAINE
201246;3;244;0;667;18;0;49;83;AUVERGNE
201246;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201246;3;0;0;0;0;0;0;26;BOURGOGNE
201246;3;285;0;866;9;0;27;53;BRETAGNE
201246;3;901;96;1706;35;4;66;24;CENTRE
201246;3;611;0;1323;44;0;96;21;CHAMPAGNE-ARDENNE
201246;3;2;0;14;1;0;5;94;CORSE
201246;3;590;0;1226;49;0;102;43;FRANCHE-COMTE
201246;3;258;0;1058;14;0;57;23;HAUTE-NORMANDIE
201246;3;1242;197;2287;47;7;87;91;LANGUEDOC-ROUSSILLON
201246;3;0;0;0;0;0;0;74;LIMOUSIN
201246;3;435;0;1170;18;0;49;41;LORRAINE
201246;3;590;0;1228;20;0;42;73;MIDI-PYRENEES
201246;3;10931;3585;18277;267;88;446;31;NORD-PAS-DE-CALAIS
201246;3;134;0;534;4;0;15;52;PAYS-DE-LA-LOIRE
201246;3;88;0;474;5;0;25;22;PICARDIE
201246;3;683;0;1774;38;0;98;54;POITOU-CHARENTES
201246;3;355;0;1177;7;0;24;93;PROVENCE-ALPES-COTE-D-AZUR
201246;3;3130;917;5343;27;8;46;11;ILE-DE-FRANCE
201246;3;3335;1331;5339;53;21;85;82;RHONE-ALPES
201246;3;-;;;-;;;0;OUTRE-MER
201245;3;136;0;733;7;0;39;42;ALSACE
201245;3;1375;0;3365;42;0;103;72;AQUITAINE
201245;3;9;0;55;1;0;4;83;AUVERGNE
201245;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201245;3;0;0;0;0;0;0;26;BOURGOGNE
201245;3;958;0;2185;29;0;67;53;BRETAGNE
201245;3;296;0;678;11;0;26;24;CENTRE
201245;3;402;0;1046;29;0;76;21;CHAMPAGNE-ARDENNE
201245;3;0;0;0;0;0;0;94;CORSE
201245;3;651;0;1323;54;0;110;43;FRANCHE-COMTE
201245;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201245;3;1566;192;2940;59;7;111;91;LANGUEDOC-ROUSSILLON
201245;3;142;0;625;19;0;82;74;LIMOUSIN
201245;3;690;0;1920;29;0;80;41;LORRAINE
201245;3;1619;403;2835;55;13;97;73;MIDI-PYRENEES
201245;3;2406;0;9074;59;0;222;31;NORD-PAS-DE-CALAIS
201245;3;534;0;1333;15;0;37;52;PAYS-DE-LA-LOIRE
201245;3;0;0;0;0;0;0;22;PICARDIE
201245;3;1330;0;2848;74;0;158;54;POITOU-CHARENTES
201245;3;1025;0;2530;21;0;51;93;PROVENCE-ALPES-COTE-D-AZUR
201245;3;544;0;1111;5;0;10;11;ILE-DE-FRANCE
201245;3;2916;1277;4555;47;21;73;82;RHONE-ALPES
201245;3;-;;;-;;;0;OUTRE-MER
201244;3;0;0;0;0;0;0;42;ALSACE
201244;3;877;0;2466;27;0;76;72;AQUITAINE
201244;3;14;0;90;1;0;7;83;AUVERGNE
201244;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201244;3;0;0;0;0;0;0;26;BOURGOGNE
201244;3;578;0;1561;18;0;48;53;BRETAGNE
201244;3;195;0;582;7;0;22;24;CENTRE
201244;3;547;0;1249;40;0;91;21;CHAMPAGNE-ARDENNE
201244;3;0;0;0;0;0;0;94;CORSE
201244;3;356;0;897;30;0;75;43;FRANCHE-COMTE
201244;3;763;0;2258;41;0;121;23;HAUTE-NORMANDIE
201244;3;1468;46;2890;56;2;110;91;LANGUEDOC-ROUSSILLON
201244;3;143;0;485;19;0;64;74;LIMOUSIN
201244;3;245;0;842;10;0;35;41;LORRAINE
201244;3;2564;982;4146;88;34;142;73;MIDI-PYRENEES
201244;3;0;0;0;0;0;0;31;NORD-PAS-DE-CALAIS
201244;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201244;3;0;0;0;0;0;0;22;PICARDIE
201244;3;775;0;1929;43;0;107;54;POITOU-CHARENTES
201244;3;240;0;699;5;0;14;93;PROVENCE-ALPES-COTE-D-AZUR
201244;3;88;0;331;1;0;3;11;ILE-DE-FRANCE
201244;3;1765;491;3039;28;8;48;82;RHONE-ALPES
201244;3;-;;;-;;;0;OUTRE-MER
201243;3;0;0;0;0;0;0;42;ALSACE
201243;3;877;0;2981;27;0;91;72;AQUITAINE
201243;3;97;0;294;7;0;21;83;AUVERGNE
201243;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201243;3;0;0;0;0;0;0;26;BOURGOGNE
201243;3;1391;0;2867;43;0;88;53;BRETAGNE
201243;3;199;0;506;8;0;20;24;CENTRE
201243;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201243;3;0;0;0;0;0;0;94;CORSE
201243;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201243;3;665;0;1902;36;0;102;23;HAUTE-NORMANDIE
201243;3;448;0;968;17;0;37;91;LANGUEDOC-ROUSSILLON
201243;3;30;0;146;4;0;19;74;LIMOUSIN
201243;3;312;0;1061;13;0;44;41;LORRAINE
201243;3;2404;29;4779;82;1;163;73;MIDI-PYRENEES
201243;3;2396;0;5428;59;0;133;31;NORD-PAS-DE-CALAIS
201243;3;66;0;383;2;0;11;52;PAYS-DE-LA-LOIRE
201243;3;0;0;0;0;0;0;22;PICARDIE
201243;3;4679;546;8812;259;30;488;54;POITOU-CHARENTES
201243;3;341;0;844;7;0;17;93;PROVENCE-ALPES-COTE-D-AZUR
201243;3;737;0;1600;6;0;13;11;ILE-DE-FRANCE
201243;3;2638;1140;4136;42;18;66;82;RHONE-ALPES
201243;3;-;;;-;;;0;OUTRE-MER
201242;3;0;0;0;0;0;0;42;ALSACE
201242;3;1313;0;3887;40;0;119;72;AQUITAINE
201242;3;225;0;663;16;0;48;83;AUVERGNE
201242;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201242;3;0;0;0;0;0;0;26;BOURGOGNE
201242;3;712;0;1851;22;0;57;53;BRETAGNE
201242;3;187;0;464;7;0;18;24;CENTRE
201242;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201242;3;0;0;0;0;0;0;94;CORSE
201242;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201242;3;891;0;2323;48;0;125;23;HAUTE-NORMANDIE
201242;3;326;0;873;12;0;33;91;LANGUEDOC-ROUSSILLON
201242;3;121;0;395;16;0;52;74;LIMOUSIN
201242;3;671;0;1547;28;0;65;41;LORRAINE
201242;3;532;0;1203;18;0;41;73;MIDI-PYRENEES
201242;3;455;0;1607;11;0;39;31;NORD-PAS-DE-CALAIS
201242;3;280;0;880;8;0;25;52;PAYS-DE-LA-LOIRE
201242;3;0;0;0;0;0;0;22;PICARDIE
201242;3;257;0;758;14;0;42;54;POITOU-CHARENTES
201242;3;503;0;1360;10;0;27;93;PROVENCE-ALPES-COTE-D-AZUR
201242;3;1493;179;2807;13;2;24;11;ILE-DE-FRANCE
201242;3;3265;1470;5060;52;23;81;82;RHONE-ALPES
201242;3;-;;;-;;;0;OUTRE-MER
201241;3;187;0;706;10;0;38;42;ALSACE
201241;3;1659;0;4378;51;0;134;72;AQUITAINE
201241;3;374;0;932;27;0;67;83;AUVERGNE
201241;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201241;3;25;0;194;1;0;11;26;BOURGOGNE
201241;3;273;0;942;8;0;29;53;BRETAGNE
201241;3;1985;0;5280;76;0;203;24;CENTRE
201241;3;152;0;515;11;0;37;21;CHAMPAGNE-ARDENNE
201241;3;83;1;165;27;0;54;94;CORSE
201241;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201241;3;914;0;2143;49;0;115;23;HAUTE-NORMANDIE
201241;3;312;0;1036;12;0;39;91;LANGUEDOC-ROUSSILLON
201241;3;0;0;0;0;0;0;74;LIMOUSIN
201241;3;488;0;1151;20;0;48;41;LORRAINE
201241;3;1812;0;3832;62;0;131;73;MIDI-PYRENEES
201241;3;3570;0;7482;87;0;183;31;NORD-PAS-DE-CALAIS
201241;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201241;3;0;0;0;0;0;0;22;PICARDIE
201241;3;1184;0;2499;66;0;139;54;POITOU-CHARENTES
201241;3;200;0;592;4;0;12;93;PROVENCE-ALPES-COTE-D-AZUR
201241;3;986;69;1903;8;0;16;11;ILE-DE-FRANCE
201241;3;2778;1244;4312;44;20;68;82;RHONE-ALPES
201241;3;-;;;-;;;0;OUTRE-MER
201240;3;205;0;773;11;0;41;42;ALSACE
201240;3;1921;0;4344;59;0;133;72;AQUITAINE
201240;3;147;0;558;11;0;41;83;AUVERGNE
201240;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201240;3;174;0;621;10;0;36;26;BOURGOGNE
201240;3;568;0;1519;17;0;46;53;BRETAGNE
201240;3;401;0;886;15;0;34;24;CENTRE
201240;3;86;0;371;6;0;27;21;CHAMPAGNE-ARDENNE
201240;3;0;0;0;0;0;0;94;CORSE
201240;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201240;3;500;0;1572;27;0;84;23;HAUTE-NORMANDIE
201240;3;825;0;2152;31;0;81;91;LANGUEDOC-ROUSSILLON
201240;3;0;0;0;0;0;0;74;LIMOUSIN
201240;3;1822;439;3205;76;18;134;41;LORRAINE
201240;3;1096;76;2116;38;3;73;73;MIDI-PYRENEES
201240;3;2588;0;6258;63;0;153;31;NORD-PAS-DE-CALAIS
201240;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201240;3;0;0;0;0;0;0;22;PICARDIE
201240;3;352;0;1097;19;0;60;54;POITOU-CHARENTES
201240;3;393;0;1022;8;0;21;93;PROVENCE-ALPES-COTE-D-AZUR
201240;3;2978;0;6020;25;0;51;11;ILE-DE-FRANCE
201240;3;1835;678;2992;29;11;47;82;RHONE-ALPES
201240;3;-;;;-;;;0;OUTRE-MER
201239;3;820;0;1956;44;0;105;42;ALSACE
201239;3;657;0;2477;20;0;76;72;AQUITAINE
201239;3;153;0;541;11;0;39;83;AUVERGNE
201239;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201239;3;186;0;685;11;0;41;26;BOURGOGNE
201239;3;1227;0;2663;38;0;82;53;BRETAGNE
201239;3;80;0;302;3;0;12;24;CENTRE
201239;3;239;0;729;17;0;53;21;CHAMPAGNE-ARDENNE
201239;3;0;0;0;0;0;0;94;CORSE
201239;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201239;3;968;0;2285;52;0;123;23;HAUTE-NORMANDIE
201239;3;1317;0;2674;50;0;101;91;LANGUEDOC-ROUSSILLON
201239;3;0;0;0;0;0;0;74;LIMOUSIN
201239;3;5739;3050;8428;239;127;351;41;LORRAINE
201239;3;708;0;1457;24;0;50;73;MIDI-PYRENEES
201239;3;1889;0;4581;46;0;112;31;NORD-PAS-DE-CALAIS
201239;3;356;0;1109;10;0;31;52;PAYS-DE-LA-LOIRE
201239;3;0;0;0;0;0;0;22;PICARDIE
201239;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201239;3;100;0;377;2;0;8;93;PROVENCE-ALPES-COTE-D-AZUR
201239;3;644;0;1304;5;0;11;11;ILE-DE-FRANCE
201239;3;1785;465;3105;28;7;49;82;RHONE-ALPES
201239;3;-;;;-;;;0;OUTRE-MER
201238;3;2295;45;4545;123;3;243;42;ALSACE
201238;3;217;0;817;7;0;25;72;AQUITAINE
201238;3;0;0;0;0;0;0;83;AUVERGNE
201238;3;113;0;335;7;0;22;25;BASSE-NORMANDIE
201238;3;209;0;699;12;0;41;26;BOURGOGNE
201238;3;857;0;2069;26;0;63;53;BRETAGNE
201238;3;39;0;212;1;0;8;24;CENTRE
201238;3;717;0;1577;52;0;115;21;CHAMPAGNE-ARDENNE
201238;3;0;0;0;0;0;0;94;CORSE
201238;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201238;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201238;3;699;0;1620;27;0;62;91;LANGUEDOC-ROUSSILLON
201238;3;236;0;698;31;0;92;74;LIMOUSIN
201238;3;495;0;1324;21;0;56;41;LORRAINE
201238;3;1009;116;1902;35;4;66;73;MIDI-PYRENEES
201238;3;1805;0;4870;44;0;119;31;NORD-PAS-DE-CALAIS
201238;3;57;0;351;2;0;10;52;PAYS-DE-LA-LOIRE
201238;3;0;0;0;0;0;0;22;PICARDIE
201238;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201238;3;765;0;1602;15;0;32;93;PROVENCE-ALPES-COTE-D-AZUR
201238;3;971;0;2212;8;0;19;11;ILE-DE-FRANCE
201238;3;1237;189;2285;20;3;37;82;RHONE-ALPES
201238;3;-;;;-;;;0;OUTRE-MER
201237;3;0;0;0;0;0;0;42;ALSACE
201237;3;1792;0;4659;55;0;143;72;AQUITAINE
201237;3;0;0;0;0;0;0;83;AUVERGNE
201237;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201237;3;30;0;215;2;0;13;26;BOURGOGNE
201237;3;18;0;103;1;0;4;53;BRETAGNE
201237;3;262;0;667;10;0;26;24;CENTRE
201237;3;89;0;392;6;0;28;21;CHAMPAGNE-ARDENNE
201237;3;0;0;0;0;0;0;94;CORSE
201237;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201237;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201237;3;772;0;1960;29;0;74;91;LANGUEDOC-ROUSSILLON
201237;3;0;0;0;0;0;0;74;LIMOUSIN
201237;3;198;0;617;8;0;25;41;LORRAINE
201237;3;638;0;1348;22;0;46;73;MIDI-PYRENEES
201237;3;902;0;3069;22;0;75;31;NORD-PAS-DE-CALAIS
201237;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201237;3;0;0;0;0;0;0;22;PICARDIE
201237;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201237;3;365;0;930;7;0;18;93;PROVENCE-ALPES-COTE-D-AZUR
201237;3;472;0;1282;4;0;11;11;ILE-DE-FRANCE
201237;3;949;0;2301;15;0;37;82;RHONE-ALPES
201237;3;-;;;-;;;0;OUTRE-MER
201236;3;0;0;0;0;0;0;42;ALSACE
201236;3;1487;0;3532;46;0;109;72;AQUITAINE
201236;3;56;0;182;4;0;13;83;AUVERGNE
201236;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201236;3;0;0;0;0;0;0;26;BOURGOGNE
201236;3;589;0;1544;18;0;47;53;BRETAGNE
201236;3;20;0;142;1;0;6;24;CENTRE
201236;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201236;3;0;0;0;0;0;0;94;CORSE
201236;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201236;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201236;3;276;0;1022;10;0;38;91;LANGUEDOC-ROUSSILLON
201236;3;0;0;0;0;0;0;74;LIMOUSIN
201236;3;0;0;0;0;0;0;41;LORRAINE
201236;3;444;0;1084;15;0;37;73;MIDI-PYRENEES
201236;3;1016;0;3316;25;0;81;31;NORD-PAS-DE-CALAIS
201236;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201236;3;0;0;0;0;0;0;22;PICARDIE
201236;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201236;3;178;0;548;4;0;11;93;PROVENCE-ALPES-COTE-D-AZUR
201236;3;307;0;752;3;0;7;11;ILE-DE-FRANCE
201236;3;210;0;570;3;0;9;82;RHONE-ALPES
201236;3;-;;;-;;;0;OUTRE-MER
201235;3;0;0;0;0;0;0;42;ALSACE
201235;3;2639;0;5732;81;0;176;72;AQUITAINE
201235;3;18;0;91;1;0;6;83;AUVERGNE
201235;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201235;3;0;0;0;0;0;0;26;BOURGOGNE
201235;3;717;0;1807;22;0;56;53;BRETAGNE
201235;3;0;0;0;0;0;0;24;CENTRE
201235;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201235;3;0;0;0;0;0;0;94;CORSE
201235;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201235;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201235;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201235;3;142;0;625;19;0;82;74;LIMOUSIN
201235;3;0;0;0;0;0;0;41;LORRAINE
201235;3;154;0;551;5;0;19;73;MIDI-PYRENEES
201235;3;3388;0;9327;83;0;228;31;NORD-PAS-DE-CALAIS
201235;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201235;3;0;0;0;0;0;0;22;PICARDIE
201235;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201235;3;40;0;198;1;0;4;93;PROVENCE-ALPES-COTE-D-AZUR
201235;3;549;0;2032;5;0;18;11;ILE-DE-FRANCE
201235;3;167;0;376;3;0;6;82;RHONE-ALPES
201235;3;-;;;-;;;0;OUTRE-MER
201234;3;0;0;0;0;0;0;42;ALSACE
201234;3;466;0;1757;14;0;54;72;AQUITAINE
201234;3;0;0;0;0;0;0;83;AUVERGNE
201234;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201234;3;0;0;0;0;0;0;26;BOURGOGNE
201234;3;370;0;1257;11;0;38;53;BRETAGNE
201234;3;0;0;0;0;0;0;24;CENTRE
201234;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201234;3;0;0;0;0;0;0;94;CORSE
201234;3;193;0;640;16;0;53;43;FRANCHE-COMTE
201234;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201234;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201234;3;143;0;402;19;0;53;74;LIMOUSIN
201234;3;0;0;0;0;0;0;41;LORRAINE
201234;3;56;0;324;2;0;11;73;MIDI-PYRENEES
201234;3;1355;0;5111;33;0;125;31;NORD-PAS-DE-CALAIS
201234;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201234;3;0;0;0;0;0;0;22;PICARDIE
201234;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201234;3;0;0;0;0;0;0;93;PROVENCE-ALPES-COTE-D-AZUR
201234;3;841;0;2675;7;0;23;11;ILE-DE-FRANCE
201234;3;89;0;294;1;0;4;82;RHONE-ALPES
201234;3;-;;;-;;;0;OUTRE-MER
201233;3;0;0;0;0;0;0;42;ALSACE
201233;3;751;0;2698;23;0;83;72;AQUITAINE
201233;3;0;0;0;0;0;0;83;AUVERGNE
201233;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201233;3;0;0;0;0;0;0;26;BOURGOGNE
201233;3;0;0;0;0;0;0;53;BRETAGNE
201233;3;598;0;1245;23;0;48;24;CENTRE
201233;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201233;3;0;0;0;0;0;0;94;CORSE
201233;3;177;0;591;15;0;49;43;FRANCHE-COMTE
201233;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201233;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201233;3;142;0;537;19;0;71;74;LIMOUSIN
201233;3;0;0;0;0;0;0;41;LORRAINE
201233;3;0;0;0;0;0;0;73;MIDI-PYRENEES
201233;3;2257;0;7105;55;0;173;31;NORD-PAS-DE-CALAIS
201233;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201233;3;0;0;0;0;0;0;22;PICARDIE
201233;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201233;3;959;0;2288;19;0;46;93;PROVENCE-ALPES-COTE-D-AZUR
201233;3;242;0;913;2;0;8;11;ILE-DE-FRANCE
201233;3;90;0;334;1;0;5;82;RHONE-ALPES
201233;3;-;;;-;;;0;OUTRE-MER
201232;3;0;0;0;0;0;0;42;ALSACE
201232;3;1180;0;3024;36;0;92;72;AQUITAINE
201232;3;0;0;0;0;0;0;83;AUVERGNE
201232;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201232;3;0;0;0;0;0;0;26;BOURGOGNE
201232;3;0;0;0;0;0;0;53;BRETAGNE
201232;3;186;0;617;7;0;24;24;CENTRE
201232;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201232;3;0;0;0;0;0;0;94;CORSE
201232;3;146;0;522;12;0;43;43;FRANCHE-COMTE
201232;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201232;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201232;3;0;0;0;0;0;0;74;LIMOUSIN
201232;3;0;0;0;0;0;0;41;LORRAINE
201232;3;0;0;0;0;0;0;73;MIDI-PYRENEES
201232;3;1805;0;6140;44;0;150;31;NORD-PAS-DE-CALAIS
201232;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201232;3;0;0;0;0;0;0;22;PICARDIE
201232;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201232;3;173;0;512;3;0;10;93;PROVENCE-ALPES-COTE-D-AZUR
201232;3;0;0;0;0;0;0;11;ILE-DE-FRANCE
201232;3;141;0;460;2;0;7;82;RHONE-ALPES
201232;3;-;;;-;;;0;OUTRE-MER
201231;3;0;0;0;0;0;0;42;ALSACE
201231;3;1500;0;4674;46;0;143;72;AQUITAINE
201231;3;0;0;0;0;0;0;83;AUVERGNE
201231;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201231;3;0;0;0;0;0;0;26;BOURGOGNE
201231;3;21;0;122;1;0;4;53;BRETAGNE
201231;3;0;0;0;0;0;0;24;CENTRE
201231;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201231;3;0;0;0;0;0;0;94;CORSE
201231;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201231;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201231;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201231;3;0;0;0;0;0;0;74;LIMOUSIN
201231;3;0;0;0;0;0;0;41;LORRAINE
201231;3;0;0;0;0;0;0;73;MIDI-PYRENEES
201231;3;0;0;0;0;0;0;31;NORD-PAS-DE-CALAIS
201231;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201231;3;0;0;0;0;0;0;22;PICARDIE
201231;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201231;3;1153;0;3413;23;0;69;93;PROVENCE-ALPES-COTE-D-AZUR
201231;3;616;0;1823;5;0;15;11;ILE-DE-FRANCE
201231;3;65;0;234;1;0;4;82;RHONE-ALPES
201231;3;-;;;-;;;0;OUTRE-MER
201230;3;0;0;0;0;0;0;42;ALSACE
201230;3;751;0;2698;23;0;83;72;AQUITAINE
201230;3;0;0;0;0;0;0;83;AUVERGNE
201230;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201230;3;0;0;0;0;0;0;26;BOURGOGNE
201230;3;743;0;2060;23;0;64;53;BRETAGNE
201230;3;0;0;0;0;0;0;24;CENTRE
201230;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201230;3;0;0;0;0;0;0;94;CORSE
201230;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201230;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201230;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201230;3;0;0;0;0;0;0;74;LIMOUSIN
201230;3;0;0;0;0;0;0;41;LORRAINE
201230;3;0;0;0;0;0;0;73;MIDI-PYRENEES
201230;3;0;0;0;0;0;0;31;NORD-PAS-DE-CALAIS
201230;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201230;3;0;0;0;0;0;0;22;PICARDIE
201230;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201230;3;0;0;0;0;0;0;93;PROVENCE-ALPES-COTE-D-AZUR
201230;3;0;0;0;0;0;0;11;ILE-DE-FRANCE
201230;3;165;0;403;3;0;7;82;RHONE-ALPES
201230;3;-;;;-;;;0;OUTRE-MER
201229;3;0;0;0;0;0;0;42;ALSACE
201229;3;3384;0;6951;104;0;213;72;AQUITAINE
201229;3;0;0;0;0;0;0;83;AUVERGNE
201229;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201229;3;0;0;0;0;0;0;26;BOURGOGNE
201229;3;1216;0;2691;37;0;82;53;BRETAGNE
201229;3;0;0;0;0;0;0;24;CENTRE
201229;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201229;3;0;0;0;0;0;0;94;CORSE
201229;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201229;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201229;3;0;0;0;0;0;0;91;LANGUEDOC-ROUSSILLON
201229;3;127;0;376;17;0;50;74;LIMOUSIN
201229;3;0;0;0;0;0;0;41;LORRAINE
201229;3;0;0;0;0;0;0;73;MIDI-PYRENEES
201229;3;0;0;0;0;0;0;31;NORD-PAS-DE-CALAIS
201229;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201229;3;0;0;0;0;0;0;22;PICARDIE
201229;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201229;3;0;0;0;0;0;0;93;PROVENCE-ALPES-COTE-D-AZUR
201229;3;0;0;0;0;0;0;11;ILE-DE-FRANCE
201229;3;695;0;1677;11;0;27;82;RHONE-ALPES
201229;3;-;;;-;;;0;OUTRE-MER
201228;3;0;0;0;0;0;0;42;ALSACE
201228;3;1500;0;4674;46;0;143;72;AQUITAINE
201228;3;30;0;131;2;0;9;83;AUVERGNE
201228;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201228;3;0;0;0;0;0;0;26;BOURGOGNE
201228;3;2718;206;5230;84;7;161;53;BRETAGNE
201228;3;0;0;0;0;0;0;24;CENTRE
201228;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201228;3;0;0;0;0;0;0;94;CORSE
201228;3;0;0;0;0;0;0;43;FRANCHE-COMTE
201228;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201228;3;2183;0;5499;83;0;209;91;LANGUEDOC-ROUSSILLON
201228;3;148;0;438;19;0;57;74;LIMOUSIN
201228;3;0;0;0;0;0;0;41;LORRAINE
201228;3;0;0;0;0;0;0;73;MIDI-PYRENEES
201228;3;0;0;0;0;0;0;31;NORD-PAS-DE-CALAIS
201228;3;0;0;0;0;0;0;52;PAYS-DE-LA-LOIRE
201228;3;0;0;0;0;0;0;22;PICARDIE
201228;3;0;0;0;0;0;0;54;POITOU-CHARENTES
201228;3;899;0;2934;18;0;59;93;PROVENCE-ALPES-COTE-D-AZUR
201228;3;0;0;0;0;0;0;11;ILE-DE-FRANCE
201228;3;1282;0;4586;20;0;73;82;RHONE-ALPES
201228;3;-;;;-;;;0;OUTRE-MER
201227;3;0;0;0;0;0;0;42;ALSACE
201227;3;0;0;0;0;0;0;72;AQUITAINE
201227;3;170;0;460;12;0;33;83;AUVERGNE
201227;3;0;0;0;0;0;0;25;BASSE-NORMANDIE
201227;3;0;0;0;0;0;0;26;BOURGOGNE
201227;3;974;0;2265;30;0;70;53;BRETAGNE
201227;3;0;0;0;0;0;0;24;CENTRE
201227;3;0;0;0;0;0;0;21;CHAMPAGNE-ARDENNE
201227;3;64;0;145;21;0;47;94;CORSE
201227;3;253;0;721;21;0;60;43;FRANCHE-COMTE
201227;3;0;0;0;0;0;0;23;HAUTE-NORMANDIE
201227;3;911;0;2547;35;0;97;91;LANGUEDOC-ROUSSILLON
201227;3;0;0;0;0;0;0;74;LIMOUSIN
